id,column_5
2997,0
2998,1
2999,1
3000,0
3001,0
3002,1
3003,1
3004,1
3005,0
3006,1
3007,1
3008,1
3009,0
3010,1
3011,1
3012,1
3013,1
3014,0
3015,1
3016,1
3017,0
3018,0
3019,0
3020,1
3021,0
3022,1
3023,1
3024,0
3025,1
3026,0
3027,1
3028,1
3029,1
3030,1
3031,1
3032,1
3033,1
3034,0
3035,1
3036,1
3037,0
3038,0
3039,1
3040,0
3041,1
3042,1
3043,0
3044,1
3045,1
3046,0
3047,1
3048,0
3049,1
3050,1
3051,1
3052,1
3053,2
3054,1
3055,0
3056,1
3057,1
3058,1
3059,0
3060,1
3061,1
3062,1
3063,2
3064,1
3065,1
3066,3
3067,1
3068,1
3069,0
3070,1
3071,0
3072,1
3073,1
3074,1
3075,2
3076,0
3077,1
3078,1
3079,1
3080,1
3081,1
3082,1
3083,1
3084,1
3085,0
3086,0
3087,1
3088,1
3089,1
3090,1
3091,1
3092,1
3093,1
3094,1
3095,1
3096,1
3097,1
3098,1
3099,1
3100,1
3101,1
3102,1
3103,1
3104,0
3105,1
3106,1
3107,1
3108,1
3109,0
3110,1
3111,0
3112,1
3113,0
3114,1
3115,1
3116,1
3117,1
3118,0
3119,1
3120,1
3121,0
3122,0
3123,1
3124,0
3125,1
3126,1
3127,1
3128,1
3129,1
3130,1
3131,0
3132,1
3133,1
3134,1
3135,2
3136,0
3137,1
3138,1
3139,1
3140,1
3141,0
3142,1
3143,0
3144,1
3145,0
3146,0
3147,0
3148,0
3149,0
3150,1
3151,0
3152,0
3153,1
3154,1
3155,1
3156,1
3157,1
3158,0
3159,1
3160,1
3161,0
3162,1
3163,0
3164,1
3165,1
3166,0
3167,0
3168,1
3169,0
3170,0
3171,1
3172,1
3173,0
3174,1
3175,1
3176,1
3177,0
3178,0
3179,0
3180,1
3181,0
3182,0
3183,1
3184,0
3185,0
3186,0
3187,1
3188,0
3189,0
3190,1
3191,1
3192,1
3193,0
3194,2
3195,1
3196,0
3197,1
3198,1
3199,1
3200,2
3201,0
3202,1
3203,2
3204,1
3205,1
3206,1
3207,1
3208,1
3209,1
3210,0
3211,1
3212,1
3213,1
3214,1
3215,1
3216,0
3217,1
3218,1
3219,1
3220,0
3221,1
3222,1
3223,0
3224,1
3225,1
3226,0
3227,2
3228,1
3229,1
3230,2
3231,0
3232,1
3233,1
3234,1
3235,2
3236,1
3237,0
3238,0
3239,1
3240,0
3241,1
3242,0
3243,0
3244,1
3245,1
3246,0
3247,1
3248,1
3249,1
3250,1
3251,0
3252,0
3253,1
3254,1
3255,1
3256,1
3257,0
3258,1
3259,0
3260,0
3261,1
3262,0
3263,1
3264,1
3265,1
3266,0
3267,0
3268,0
3269,1
3270,2
3271,1
3272,0
3273,2
3274,1
3275,1
3276,1
3277,1
3278,1
3279,1
3280,0
3281,0
3282,0
3283,0
3284,1
3285,0
3286,1
3287,0
3288,0
3289,1
3290,1
3291,1
3292,1
3293,1
3294,1
3295,1
3296,0
3297,1
3298,0
3299,1
3300,0
3301,1
3302,1
3303,1
3304,1
3305,1
3306,2
3307,1
3308,2
3309,1
3310,1
3311,1
3312,1
3313,1
3314,1
3315,1
3316,1
3317,1
3318,1
3319,2
3320,1
3321,1
3322,1
3323,1
3324,1
3325,0
3326,1
3327,1
3328,1
3329,1
3330,2
3331,0
3332,1
3333,1
3334,1
3335,0
3336,1
3337,0
3338,1
3339,1
3340,1
3341,1
3342,0
3343,0
3344,1
3345,1
